1
77.0 0.0
O1_s1   10.069    1.380    9.223
O1_s1   10.021   18.358    3.919
O1_s1   20.066   18.358    2.652
O1_s1    0.024    1.380   10.490
O1_s1   10.021   11.249    3.919
O1_s1   10.069    8.489    9.223
O1_s1    0.024    8.489   10.490
O1_s1   20.066   11.249    2.652
O2_s1    7.785    1.467   10.524
O2_s1   12.305   18.271    2.618
O2_s1    2.260   18.271    3.953
O2_s1   17.830    1.467    9.189
O2_s1   12.305   11.336    2.618
O2_s1    7.785    8.402   10.524
O2_s1   17.830    8.402    9.189
O2_s1    2.260   11.336    3.953
O3_s1    8.026    2.696    8.215
O3_s1   12.064   17.042    4.927
O3_s1    2.019   17.042    1.644
O3_s1   18.071    2.696   11.498
O3_s1   12.064   12.565    4.927
O3_s1    8.026    7.173    8.215
O3_s1   18.071    7.173   11.498
O3_s1    2.019   12.565    1.644
O4_s1    7.980    0.067    8.314
O4_s1   12.110   19.671    4.828
O4_s1    2.065   19.671    1.743
O4_s1   18.025    0.067   11.399
O4_s1   12.110    9.936    4.828
O4_s1    7.980    9.802    8.314
O4_s1   18.025    9.802   11.399
O4_s1    2.065    9.936    1.743
O5_s1    6.610    0.760   12.777
O5_s1   13.480   18.978    0.365
O5_s1    3.435   18.978    6.206
O5_s1   16.655    0.760    6.936
O5_s1   13.480   10.629    0.365
O5_s1    6.610    9.109   12.777
O5_s1   16.655    9.109    6.936
O5_s1    3.435   10.629    6.206
O6_s1    6.624   18.860   10.717
O6_s1   13.466    0.878    2.425
O6_s1    3.421    0.878    4.146
O6_s1   16.669   18.860    8.996
O6_s1   13.466    8.991    2.425
O6_s1    6.624   10.747   10.717
O6_s1   16.669   10.747    8.996
O6_s1    3.421    8.991    4.146
O7_s1    5.165    1.309   10.653
O7_s1   14.925   18.429    2.489
O7_s1    4.880   18.429    4.082
O7_s1   15.210    1.309    9.060
O7_s1   14.925   11.178    2.489
O7_s1    5.165    8.560   10.653
O7_s1   15.210    8.560    9.060
O7_s1    4.880   11.178    4.082
O8_s1    5.846    2.558    1.393
O8_s1   14.244   17.180   11.749
O8_s1    4.199   17.180    7.964
O8_s1   15.891    2.558    5.178
O8_s1   14.244   12.427   11.749
O8_s1    5.846    7.311    1.393
O8_s1   15.891    7.311    5.178
O8_s1    4.199   12.427    7.964
O9_s1    4.086    0.898    0.361
