1
300.0 0.0
O1_s1    0.000    0.000    0.000
H2_s1    0.757    0.586    0.000
H3_s1   -0.757    0.586    0.000
L4_s1    0.000   -0.404    0.572
L5_s1    0.000   -0.404   -0.572
